hr,workingday,temp,casual,registered,weathersit_2,weathersit_3,season_2,season_3,season_4
1,1,0.66,4,8,False,False,False,True,False
2,1,0.68,2,6,False,False,False,True,False
3,1,0.66,0,5,False,False,False,True,False
4,1,0.66,0,10,False,False,False,True,False
5,1,0.66,4,17,False,False,False,True,False
6,1,0.68,12,105,False,False,False,True,False
7,1,0.72,15,320,False,False,False,True,False
8,1,0.74,37,398,False,False,False,True,False
9,1,0.78,31,182,False,False,False,True,False
10,1,0.82,50,90,False,False,False,True,False
11,1,0.84,32,96,False,False,False,True,False
12,1,0.86,45,112,False,False,False,True,False
13,1,0.86,50,153,False,False,False,True,False
14,1,0.9,45,114,False,False,False,True,False
15,1,0.9,48,120,False,False,False,True,False
16,1,0.9,58,216,False,False,False,True,False
21,1,0.8,53,201,False,False,False,True,False
9,1,0.72,25,162,False,False,False,True,False
10,1,0.72,24,89,False,False,False,True,False
13,1,0.76,63,142,False,False,False,True,False
14,1,0.8,53,114,False,False,False,True,False
15,1,0.8,50,115,False,False,False,True,False
16,1,0.76,70,220,False,False,False,True,False
17,1,0.76,91,464,False,False,False,True,False
18,1,0.7,88,435,False,False,False,True,False
19,1,0.7,65,301,False,False,False,True,False
22,1,0.68,33,141,False,False,False,True,False
23,1,0.66,24,108,False,False,False,True,False
0,1,0.66,13,41,False,False,False,True,False
1,1,0.64,3,16,False,False,False,True,False
2,1,0.66,5,14,False,False,False,True,False
3,1,0.64,0,6,False,False,False,True,False
4,1,0.64,1,6,False,False,False,True,False
5,1,0.64,0,16,False,False,False,True,False
6,1,0.64,7,94,False,False,False,True,False
7,1,0.66,23,247,False,False,False,True,False
8,1,0.7,39,415,False,False,False,True,False
9,1,0.72,43,183,False,False,False,True,False
10,1,0.74,50,113,False,False,False,True,False
12,1,0.76,57,159,False,False,False,True,False
13,1,0.78,40,164,False,False,False,True,False
15,1,0.76,50,160,False,False,False,True,False
16,1,0.8,76,254,False,False,False,True,False
17,1,0.78,84,466,False,False,False,True,False
18,1,0.76,105,361,False,False,False,True,False
19,1,0.74,90,282,False,False,False,True,False
20,1,0.72,70,221,False,False,False,True,False
21,1,0.7,54,119,False,False,False,True,False
22,1,0.7,51,137,False,False,False,True,False
23,1,0.68,37,102,False,False,False,True,False
0,1,0.7,13,17,False,False,False,True,False
1,1,0.68,4,8,False,False,False,True,False
2,1,0.66,4,3,False,False,False,True,False
3,1,0.66,1,0,False,False,False,True,False
4,1,0.66,2,8,False,False,False,True,False
5,1,0.7,1,14,False,False,False,True,False
6,1,0.7,8,87,False,False,False,True,False
7,1,0.72,18,249,False,False,False,True,False
8,1,0.74,29,320,False,False,False,True,False
9,1,0.76,37,146,False,False,False,True,False
10,1,0.8,62,62,False,False,False,True,False
11,1,0.82,90,89,False,False,False,True,False
12,1,0.82,48,134,False,False,False,True,False
13,1,0.84,43,108,False,False,False,True,False
14,1,0.82,41,109,False,False,False,True,False
15,1,0.84,40,86,False,False,False,True,False
16,1,0.86,64,218,False,False,False,True,False
17,1,0.86,67,460,False,False,False,True,False
18,1,0.84,64,465,False,False,False,True,False
19,1,0.82,64,352,False,False,False,True,False
20,1,0.8,71,215,False,False,False,True,False
21,1,0.76,30,156,False,False,False,True,False
22,1,0.76,26,121,False,False,False,True,False
23,1,0.74,19,53,False,False,False,True,False
0,1,0.72,10,25,False,False,False,True,False
1,1,0.72,5,9,False,False,False,True,False
2,1,0.72,9,3,False,False,False,True,False
3,1,0.72,0,3,False,False,False,True,False
4,1,0.7,1,6,False,False,False,True,False
5,1,0.7,5,25,False,False,False,True,False
6,1,0.72,6,95,False,False,False,True,False
7,1,0.72,30,313,False,False,False,True,False
8,1,0.74,40,352,False,False,False,True,False
11,1,0.8,61,88,False,False,False,True,False
12,1,0.82,60,125,False,False,False,True,False
13,1,0.84,48,127,False,False,False,True,False
14,1,0.86,53,95,False,False,False,True,False
15,1,0.86,58,106,False,False,False,True,False
16,1,0.86,57,228,False,False,False,True,False
17,1,0.8,79,453,False,False,False,True,False
18,1,0.8,97,488,False,False,False,True,False
19,1,0.8,69,302,False,False,False,True,False
20,1,0.8,34,258,False,False,False,True,False
21,1,0.78,46,184,False,False,False,True,False
22,1,0.78,28,127,False,False,False,True,False
23,1,0.76,22,53,False,False,False,True,False
0,1,0.74,19,18,False,False,False,True,False
1,1,0.72,7,10,False,False,False,True,False
2,1,0.72,1,10,False,False,False,True,False
3,1,0.7,1,3,False,False,False,True,False
4,1,0.7,1,4,False,False,False,True,False
5,1,0.68,2,30,False,False,False,True,False
6,1,0.68,9,110,False,False,False,True,False
7,1,0.7,16,289,False,False,False,True,False
8,1,0.74,38,361,False,False,False,True,False
9,1,0.76,32,148,False,False,False,True,False
10,1,0.8,41,72,False,False,False,True,False
11,1,0.8,54,95,False,False,False,True,False
12,1,0.82,74,166,False,False,False,True,False
13,1,0.82,41,150,False,False,False,True,False
14,1,0.84,62,116,False,False,False,True,False
15,1,0.86,53,141,False,False,False,True,False
16,1,0.86,76,206,False,False,False,True,False
17,1,0.84,71,513,False,False,False,True,False
18,1,0.82,70,489,False,False,False,True,False
19,1,0.8,79,334,False,False,False,True,False
20,1,0.76,59,253,False,False,False,True,False
21,1,0.76,47,162,False,False,False,True,False
22,1,0.74,17,122,False,False,False,True,False
23,1,0.74,14,94,False,False,False,True,False
0,1,0.7,6,40,False,False,False,True,False
1,1,0.7,9,17,False,False,False,True,False
2,1,0.66,3,8,False,False,False,True,False
3,1,0.64,2,7,False,False,False,True,False
4,1,0.64,1,4,False,False,False,True,False
5,1,0.64,2,23,False,False,False,True,False
6,1,0.62,5,101,False,False,False,True,False
7,1,0.66,15,292,False,False,False,True,False
8,1,0.7,29,361,False,False,False,True,False
9,1,0.72,31,166,False,False,False,True,False
10,1,0.74,36,96,False,False,False,True,False
11,1,0.76,59,128,False,False,False,True,False
12,1,0.78,50,164,False,False,False,True,False
13,1,0.76,51,166,False,False,False,True,False
14,1,0.8,39,103,False,False,False,True,False
15,1,0.8,52,126,False,False,False,True,False
16,1,0.8,57,241,False,False,False,True,False
17,1,0.8,96,486,False,False,False,True,False
18,1,0.78,74,497,False,False,False,True,False
19,1,0.74,48,323,False,False,False,True,False
20,1,0.72,56,232,False,False,False,True,False
21,1,0.7,35,171,False,False,False,True,False
22,1,0.7,34,123,False,False,False,True,False
23,1,0.66,22,105,False,False,False,True,False
0,1,0.64,12,53,False,False,False,True,False
1,1,0.64,4,19,False,False,False,True,False
2,1,0.62,0,15,False,False,False,True,False
3,1,0.62,0,9,False,False,False,True,False
4,1,0.62,0,5,False,False,False,True,False
5,1,0.6,2,24,False,False,False,True,False
6,1,0.62,3,73,False,False,False,True,False
7,1,0.64,17,247,False,False,False,True,False
8,1,0.68,29,397,False,False,False,True,False
9,1,0.72,27,178,False,False,False,True,False
10,1,0.74,44,86,False,False,False,True,False
11,1,0.76,48,108,False,False,False,True,False
12,1,0.8,55,167,False,False,False,True,False
13,1,0.78,74,179,False,False,False,True,False
14,1,0.8,51,135,False,False,False,True,False
15,1,0.8,59,190,False,False,False,True,False
16,1,0.82,68,266,False,False,False,True,False
17,1,0.82,93,423,False,False,False,True,False
18,1,0.76,89,376,False,False,False,True,False
19,1,0.74,101,284,False,False,False,True,False
20,1,0.72,77,210,False,False,False,True,False
21,1,0.7,73,153,False,False,False,True,False
22,1,0.68,74,157,False,False,False,True,False
23,1,0.68,51,100,False,False,False,True,False
3,1,0.6,1,6,False,False,False,True,False
4,1,0.6,1,4,False,False,False,True,False
6,1,0.6,3,87,False,False,False,True,False
7,1,0.6,10,248,False,False,False,True,False
8,1,0.64,29,326,False,False,False,True,False
9,1,0.64,52,170,False,False,False,True,False
10,1,0.68,54,87,False,False,False,True,False
12,1,0.74,62,116,False,False,False,True,False
13,1,0.78,53,140,False,False,False,True,False
14,1,0.74,56,95,False,False,False,True,False
16,1,0.74,58,225,False,False,False,True,False
17,1,0.74,59,471,False,False,False,True,False
18,1,0.7,70,413,False,False,False,True,False
19,1,0.7,54,343,False,False,False,True,False
20,1,0.66,45,240,False,False,False,True,False
21,1,0.66,34,150,False,False,False,True,False
22,1,0.66,22,76,False,False,False,True,False
23,1,0.64,11,77,False,False,False,True,False
0,1,0.64,8,23,False,False,False,True,False
1,1,0.64,4,12,False,False,False,True,False
2,1,0.62,1,3,False,False,False,True,False
3,1,0.62,1,5,False,False,False,True,False
4,1,0.64,0,5,False,False,False,True,False
5,1,0.62,1,29,False,False,False,True,False
6,1,0.62,4,115,False,False,False,True,False
7,1,0.64,18,328,False,False,False,True,False
8,1,0.7,24,417,False,False,False,True,False
9,1,0.68,27,171,False,False,False,True,False
10,1,0.7,28,83,False,False,False,True,False
11,1,0.74,40,110,False,False,False,True,False
12,1,0.76,42,120,False,False,False,True,False
13,1,0.76,45,147,False,False,False,True,False
14,1,0.76,65,117,False,False,False,True,False
15,1,0.8,36,123,False,False,False,True,False
16,1,0.8,55,248,False,False,False,True,False
17,1,0.76,75,525,False,False,False,True,False
18,1,0.76,54,516,False,False,False,True,False
19,1,0.74,56,320,False,False,False,True,False
20,1,0.74,48,232,False,False,False,True,False
21,1,0.72,38,177,False,False,False,True,False
22,1,0.7,31,121,False,False,False,True,False
23,1,0.66,20,57,False,False,False,True,False
0,1,0.66,8,16,False,False,False,True,False
1,1,0.64,2,12,False,False,False,True,False
2,1,0.66,0,6,False,False,False,True,False
3,1,0.64,1,4,False,False,False,True,False
4,1,0.64,0,5,False,False,False,True,False
5,1,0.64,0,28,False,False,False,True,False
6,1,0.62,4,101,False,False,False,True,False
7,1,0.66,12,296,False,False,False,True,False
8,1,0.7,35,452,False,False,False,True,False
9,1,0.74,31,178,False,False,False,True,False
10,1,0.76,27,91,False,False,False,True,False
11,1,0.78,20,108,False,False,False,True,False
12,1,0.8,26,163,False,False,False,True,False
13,1,0.8,38,138,False,False,False,True,False
14,1,0.82,54,138,False,False,False,True,False
15,1,0.8,42,117,False,False,False,True,False
16,1,0.82,62,238,False,False,False,True,False
17,1,0.8,46,506,False,False,False,True,False
18,1,0.76,86,470,False,False,False,True,False
19,1,0.76,50,297,False,False,False,True,False
20,1,0.74,37,243,False,False,False,True,False
21,1,0.72,38,192,False,False,False,True,False
22,1,0.7,29,142,False,False,False,True,False
23,1,0.7,20,85,False,False,False,True,False
0,1,0.68,18,38,False,False,False,True,False
2,1,0.66,2,4,False,False,False,True,False
3,1,0.66,0,6,False,False,False,True,False
4,1,0.64,0,9,False,False,False,True,False
5,1,0.64,0,27,False,False,False,True,False
7,1,0.64,19,289,False,False,False,True,False
8,1,0.66,27,393,False,False,False,True,False
9,1,0.72,42,186,False,False,False,True,False
10,1,0.74,37,92,False,False,False,True,False
11,1,0.76,44,97,False,False,False,True,False
12,1,0.8,34,139,False,False,False,True,False
13,1,0.8,33,154,False,False,False,True,False
14,1,0.82,67,115,False,False,False,True,False
15,1,0.8,56,118,False,False,False,True,False
16,1,0.8,49,196,False,False,False,True,False
19,1,0.66,26,115,False,False,False,True,False
20,1,0.66,24,141,False,False,False,True,False
3,1,0.64,2,1,False,False,False,True,False
4,1,0.64,1,7,False,False,False,True,False
5,1,0.64,1,16,False,False,False,True,False
6,1,0.64,2,91,False,False,False,True,False
9,1,0.7,31,187,False,False,False,True,False
10,1,0.72,57,108,False,False,False,True,False
14,1,0.78,78,142,False,False,False,True,False
15,1,0.8,66,156,False,False,False,True,False
16,1,0.8,66,261,False,False,False,True,False
17,1,0.76,85,442,False,False,False,True,False
18,1,0.76,88,337,False,False,False,True,False
21,1,0.62,18,89,False,False,False,True,False
22,1,0.6,25,97,False,False,False,True,False
0,1,0.68,18,22,False,False,False,True,False
1,1,0.68,8,13,False,False,False,True,False
4,1,0.68,2,10,False,False,False,True,False
5,1,0.66,1,23,False,False,False,True,False
6,1,0.66,6,106,False,False,False,True,False
7,1,0.66,11,270,False,False,False,True,False
8,1,0.66,20,331,False,False,False,True,False
9,1,0.68,36,151,False,False,False,True,False
10,1,0.7,36,85,False,False,False,True,False
11,1,0.72,46,85,False,False,False,True,False
12,1,0.74,54,153,False,False,False,True,False
13,1,0.74,47,158,False,False,False,True,False
14,1,0.74,88,137,False,False,False,True,False
15,1,0.74,72,127,False,False,False,True,False
16,1,0.74,66,254,False,False,False,True,False
17,1,0.74,82,509,False,False,False,True,False
18,1,0.72,72,537,False,False,False,True,False
19,1,0.7,66,350,False,False,False,True,False
20,1,0.66,21,247,False,False,False,True,False
21,1,0.64,28,180,False,False,False,True,False
22,1,0.64,32,121,False,False,False,True,False
23,1,0.62,19,45,False,False,False,True,False
0,1,0.6,13,22,False,False,False,True,False
1,1,0.58,6,13,False,False,False,True,False
2,1,0.56,2,4,False,False,False,True,False
3,1,0.56,2,4,False,False,False,True,False
4,1,0.54,0,5,False,False,False,True,False
5,1,0.54,1,35,False,False,False,True,False
6,1,0.54,3,111,False,False,False,True,False
7,1,0.6,11,333,False,False,False,True,False
10,1,0.7,56,92,False,False,False,True,False
11,1,0.7,62,124,False,False,False,True,False
12,1,0.7,60,177,False,False,False,True,False
13,1,0.72,70,164,False,False,False,True,False
14,1,0.72,149,502,False,False,False,True,False
15,1,0.72,178,423,False,False,False,True,False
16,1,0.72,133,311,False,False,False,True,False
17,1,0.72,133,339,False,False,False,True,False
18,1,0.72,98,421,False,False,False,True,False
19,1,0.66,70,297,False,False,False,True,False
20,1,0.64,54,206,False,False,False,True,False
21,1,0.62,38,173,False,False,False,True,False
22,1,0.62,46,145,False,False,False,True,False
23,1,0.62,19,61,False,False,False,True,False
0,1,0.62,9,29,False,False,False,True,False
1,1,0.6,7,17,False,False,False,True,False
2,1,0.58,2,4,False,False,False,True,False
3,1,0.58,0,1,False,False,False,True,False
4,1,0.56,0,7,False,False,False,True,False
5,1,0.56,1,26,False,False,False,True,False
6,1,0.56,3,105,False,False,False,True,False
7,1,0.6,11,297,False,False,False,True,False
8,1,0.62,32,436,False,False,False,True,False
9,1,0.64,44,169,False,False,False,True,False
10,1,0.7,51,95,False,False,False,True,False
11,1,0.72,57,128,False,False,False,True,False
12,1,0.74,60,175,False,False,False,True,False
13,1,0.76,56,180,False,False,False,True,False
14,1,0.76,77,127,False,False,False,True,False
15,1,0.76,63,141,False,False,False,True,False
16,1,0.76,49,222,False,False,False,True,False
17,1,0.76,83,484,False,False,False,True,False
18,1,0.74,102,519,False,False,False,True,False
19,1,0.74,93,347,False,False,False,True,False
20,1,0.72,45,289,False,False,False,True,False
21,1,0.7,47,189,False,False,False,True,False
22,1,0.7,41,140,False,False,False,True,False
23,1,0.68,16,54,False,False,False,True,False
0,1,0.68,11,41,False,False,False,True,False
1,1,0.68,4,11,False,False,False,True,False
2,1,0.68,3,2,False,False,False,True,False
3,1,0.66,2,2,False,False,False,True,False
4,1,0.66,1,6,False,False,False,True,False
5,1,0.66,1,25,False,False,False,True,False
6,1,0.66,1,101,False,False,False,True,False
13,1,0.7,7,30,False,False,False,True,False
16,1,0.72,16,105,False,False,False,True,False
17,1,0.72,28,284,False,False,False,True,False
20,1,0.64,33,192,False,False,False,True,False
21,1,0.64,29,158,False,False,False,True,False
22,1,0.62,21,126,False,False,False,True,False
23,1,0.62,15,69,False,False,False,True,False
0,1,0.62,9,42,False,False,False,True,False
1,1,0.62,10,13,False,False,False,True,False
2,1,0.62,4,16,False,False,False,True,False
3,1,0.6,3,8,False,False,False,True,False
4,1,0.62,2,6,False,False,False,True,False
6,1,0.62,5,100,False,False,False,True,False
7,1,0.64,3,263,False,False,False,True,False
8,1,0.66,17,387,False,False,False,True,False
9,1,0.7,39,191,False,False,False,True,False
10,1,0.74,34,89,False,False,False,True,False
14,1,0.8,55,164,False,False,False,True,False
16,1,0.78,50,293,False,False,False,True,False
17,1,0.74,56,433,False,False,False,True,False
19,1,0.72,55,235,False,False,False,True,False
20,1,0.72,39,183,False,False,False,True,False
21,1,0.72,38,152,False,False,False,True,False
22,1,0.72,26,126,False,False,False,True,False
23,1,0.7,22,114,False,False,False,True,False
0,1,0.62,13,21,False,False,False,True,False
1,1,0.6,5,15,False,False,False,True,False
2,1,0.6,8,5,False,False,False,True,False
3,1,0.6,1,5,False,False,False,True,False
4,1,0.56,0,3,False,False,False,True,False
5,1,0.56,0,17,False,False,False,True,False
6,1,0.56,3,99,False,False,False,True,False
7,1,0.6,11,273,False,False,False,True,False
8,1,0.62,20,384,False,False,False,True,False
9,1,0.62,22,166,False,False,False,True,False
10,1,0.66,42,73,False,False,False,True,False
11,1,0.66,38,100,False,False,False,True,False
14,1,0.7,55,127,False,False,False,True,False
15,1,0.7,56,164,False,False,False,True,False
16,1,0.72,56,226,False,False,False,True,False
18,1,0.66,60,487,False,False,False,True,False
19,1,0.66,50,317,False,False,False,True,False
20,1,0.64,50,227,False,False,False,True,False
21,1,0.64,34,168,False,False,False,True,False
22,1,0.62,23,119,False,False,False,True,False
23,1,0.6,19,56,False,False,False,True,False
0,1,0.56,10,17,False,False,False,True,False
1,1,0.56,6,7,False,False,False,True,False
2,1,0.54,2,8,False,False,False,True,False
3,1,0.54,2,2,False,False,False,True,False
4,1,0.52,0,6,False,False,False,True,False
5,1,0.52,1,27,False,False,False,True,False
6,1,0.54,4,115,False,False,False,True,False
7,1,0.56,19,338,False,False,False,True,False
8,1,0.62,34,459,False,False,False,True,False
9,1,0.66,38,180,False,False,False,True,False
10,1,0.7,28,109,False,False,False,True,False
11,1,0.72,60,115,False,False,False,True,False
12,1,0.72,65,172,False,False,False,True,False
13,1,0.74,59,170,False,False,False,True,False
14,1,0.74,58,151,False,False,False,True,False
15,1,0.74,34,162,False,False,False,True,False
16,1,0.74,42,295,False,False,False,True,False
17,1,0.72,62,549,False,False,False,True,False
18,1,0.7,60,516,False,False,False,True,False
19,1,0.66,68,397,False,False,False,True,False
20,1,0.66,39,259,False,False,False,True,False
21,1,0.64,43,180,False,False,False,True,False
22,1,0.62,22,121,False,False,False,True,False
23,1,0.62,19,74,False,False,False,True,False
0,1,0.6,8,24,False,False,False,True,False
1,1,0.6,2,13,False,False,False,True,False
2,1,0.56,1,5,False,False,False,True,False
3,1,0.56,2,4,False,False,False,True,False
4,1,0.56,0,5,False,False,False,True,False
5,1,0.54,2,25,False,False,False,True,False
6,1,0.54,4,107,False,False,False,True,False
7,1,0.6,12,316,False,False,False,True,False
8,1,0.62,27,440,False,False,False,True,False
9,1,0.64,27,217,False,False,False,True,False
10,1,0.7,33,105,False,False,False,True,False
11,1,0.72,28,143,False,False,False,True,False
12,1,0.74,68,192,False,False,False,True,False
13,1,0.74,39,182,False,False,False,True,False
14,1,0.74,48,148,False,False,False,True,False
15,1,0.74,34,138,False,False,False,True,False
16,1,0.74,46,263,False,False,False,True,False
17,1,0.72,83,525,False,False,False,True,False
18,1,0.7,70,495,False,False,False,True,False
19,1,0.84,53,393,False,False,False,True,False
20,1,0.66,30,259,False,False,False,True,False
21,1,0.66,27,174,False,False,False,True,False
22,1,0.64,20,137,False,False,False,True,False
23,1,0.6,24,60,False,False,False,True,False
0,1,0.6,18,33,False,False,False,True,False
1,1,0.6,7,14,False,False,False,True,False
2,1,0.58,14,11,False,False,False,True,False
3,1,0.58,7,7,False,False,False,True,False
4,1,0.56,0,7,False,False,False,True,False
5,1,0.56,1,22,False,False,False,True,False
6,1,0.6,2,103,False,False,False,True,False
7,1,0.6,7,335,False,False,False,True,False
8,1,0.62,31,467,False,False,False,True,False
9,1,0.64,29,178,False,False,False,True,False
10,1,0.68,46,92,False,False,False,True,False
11,1,0.72,51,141,False,False,False,True,False
15,1,0.72,39,135,False,False,False,True,False
16,1,0.74,55,253,False,False,False,True,False
17,1,0.72,61,567,False,False,False,True,False
18,1,0.72,69,462,False,False,False,True,False
19,1,0.7,79,364,False,False,False,True,False
20,1,0.66,33,247,False,False,False,True,False
23,1,0.64,15,111,False,False,False,True,False
0,1,0.64,6,58,False,False,False,True,False
4,1,0.6,2,2,False,False,False,True,False
6,1,0.6,3,73,False,False,False,True,False
7,1,0.6,6,253,False,False,False,True,False
8,1,0.62,22,434,False,False,False,True,False
19,1,0.66,67,220,False,False,False,True,False
20,1,0.64,38,158,False,False,False,True,False
16,1,0.64,7,137,False,False,False,True,False
12,1,0.64,4,71,False,False,False,True,False
13,1,0.7,14,108,False,False,False,True,False
14,1,0.72,29,119,False,False,False,True,False
15,1,0.74,27,161,False,False,False,True,False
16,1,0.74,41,244,False,False,False,True,False
17,1,0.7,54,451,False,False,False,True,False
18,1,0.7,33,377,False,False,False,True,False
19,1,0.66,33,316,False,False,False,True,False
20,1,0.64,30,180,False,False,False,True,False
21,1,0.66,49,154,False,False,False,True,False
22,1,0.62,33,127,False,False,False,True,False
23,1,0.62,35,113,False,False,False,True,False
0,1,0.56,5,11,False,False,False,True,False
1,1,0.56,1,11,False,False,False,True,False
2,1,0.56,2,0,False,False,False,True,False
4,1,0.54,0,4,False,False,False,True,False
5,1,0.56,1,23,False,False,False,True,False
6,1,0.56,1,108,False,False,False,True,False
7,1,0.58,12,300,False,False,False,True,False
8,1,0.6,26,382,False,False,False,True,False
9,1,0.64,21,155,False,False,False,True,False
10,1,0.68,40,89,False,False,False,True,False
11,1,0.7,34,131,False,False,False,True,False
12,1,0.72,37,147,False,False,False,True,False
13,1,0.72,43,120,False,False,False,True,False
14,1,0.74,60,129,False,False,False,True,False
15,1,0.74,60,152,False,False,False,True,False
16,1,0.72,60,238,False,False,False,True,False
17,1,0.72,75,515,False,False,False,True,False
18,1,0.7,56,515,False,False,False,True,False
19,1,0.68,63,373,False,False,False,True,False
20,1,0.66,41,258,False,False,False,True,False
21,1,0.64,29,166,False,False,False,True,False
22,1,0.62,16,134,False,False,False,True,False
23,1,0.62,7,62,False,False,False,True,False
0,1,0.6,7,19,False,False,False,True,False
1,1,0.58,4,6,False,False,False,True,False
2,1,0.6,2,0,False,False,False,True,False
3,1,0.58,2,2,False,False,False,True,False
4,1,0.56,2,6,False,False,False,True,False
5,1,0.56,1,19,False,False,False,True,False
6,1,0.56,6,116,False,False,False,True,False
7,1,0.58,14,348,False,False,False,True,False
8,1,0.6,26,399,False,False,False,True,False
9,1,0.64,35,179,False,False,False,True,False
10,1,0.68,42,93,False,False,False,True,False
11,1,0.7,33,120,False,False,False,True,False
12,1,0.72,43,144,False,False,False,True,False
13,1,0.74,48,136,False,False,False,True,False
14,1,0.74,51,139,False,False,False,True,False
15,1,0.74,35,145,False,False,False,True,False
16,1,0.74,41,251,False,False,False,True,False
17,1,0.74,72,507,False,False,False,True,False
18,1,0.7,67,472,False,False,False,True,False
19,1,0.68,55,341,False,False,False,True,False
20,1,0.66,31,241,False,False,False,True,False
21,1,0.64,45,200,False,False,False,True,False
22,1,0.64,24,120,False,False,False,True,False
23,1,0.64,15,59,False,False,False,True,False
0,1,0.62,5,28,False,False,False,True,False
1,1,0.62,1,7,False,False,False,True,False
2,1,0.6,1,4,False,False,False,True,False
3,1,0.6,1,7,False,False,False,True,False
4,1,0.6,1,8,False,False,False,True,False
5,1,0.58,1,30,False,False,False,True,False
6,1,0.58,7,138,False,False,False,True,False
7,1,0.6,20,350,False,False,False,True,False
8,1,0.62,33,396,False,False,False,True,False
9,1,0.64,19,183,False,False,False,True,False
10,1,0.7,27,115,False,False,False,True,False
11,1,0.72,43,121,False,False,False,True,False
12,1,0.74,56,156,False,False,False,True,False
13,1,0.76,39,139,False,False,False,True,False
14,1,0.78,19,105,False,False,False,True,False
15,1,0.78,30,146,False,False,False,True,False
16,1,0.76,36,241,False,False,False,True,False
17,1,0.76,87,512,False,False,False,True,False
18,1,0.72,83,503,False,False,False,True,False
0,1,0.64,3,34,False,False,False,True,False
1,1,0.64,0,20,False,False,False,True,False
2,1,0.62,0,5,False,False,False,True,False
3,1,0.62,3,5,False,False,False,True,False
4,1,0.6,2,5,False,False,False,True,False
5,1,0.6,1,30,False,False,False,True,False
8,1,0.64,27,364,False,False,False,True,False
19,1,0.46,20,212,False,False,False,True,False
20,1,0.46,25,223,False,False,False,True,False
21,1,0.46,11,134,False,False,False,True,False
22,1,0.44,7,108,False,False,False,True,False
23,1,0.44,8,61,False,False,False,True,False
0,1,0.42,5,43,False,False,False,True,False
1,1,0.42,7,19,False,False,False,True,False
2,1,0.4,3,7,False,False,False,True,False
3,1,0.4,2,4,False,False,False,True,False
4,1,0.4,1,3,False,False,False,True,False
5,1,0.38,2,30,False,False,False,True,False
6,1,0.38,6,87,False,False,False,True,False
7,1,0.4,16,283,False,False,False,True,False
8,1,0.42,23,386,False,False,False,True,False
9,1,0.46,21,189,False,False,False,True,False
22,1,0.48,32,135,False,False,False,True,False
23,1,0.5,20,106,False,False,False,True,False
6,1,0.5,6,107,False,False,False,True,False
4,1,0.54,2,4,False,False,False,True,False
17,1,0.6,66,445,False,False,False,True,False
18,1,0.6,39,453,False,False,False,True,False
19,1,0.58,43,294,False,False,False,True,False
20,1,0.56,41,212,False,False,False,True,False
21,1,0.56,29,177,False,False,False,True,False
22,1,0.56,23,125,False,False,False,True,False
23,1,0.56,11,70,False,False,False,True,False
0,1,0.54,7,20,False,False,False,True,False
1,1,0.54,0,17,False,False,False,True,False
2,1,0.54,1,5,False,False,False,True,False
23,1,0.6,15,80,False,False,False,True,False
0,1,0.6,11,30,False,False,False,True,False
18,1,0.6,14,220,False,False,False,False,True
19,1,0.62,16,232,False,False,False,False,True
20,1,0.6,21,158,False,False,False,False,True
21,1,0.6,17,121,False,False,False,False,True
22,1,0.6,31,126,False,False,False,False,True
11,1,0.68,43,116,False,False,False,False,True
14,1,0.7,44,110,False,False,False,False,True
15,1,0.72,52,157,False,False,False,False,True
16,1,0.7,74,239,False,False,False,False,True
17,1,0.7,61,509,False,False,False,False,True
18,1,0.66,63,490,False,False,False,False,True
19,1,0.66,36,347,False,False,False,False,True
20,1,0.64,24,227,False,False,False,False,True
21,1,0.64,18,164,False,False,False,False,True
22,1,0.62,14,122,False,False,False,False,True
23,1,0.62,11,64,False,False,False,False,True
0,1,0.62,9,28,False,False,False,False,True
1,1,0.62,4,6,False,False,False,False,True
2,1,0.62,7,4,False,False,False,False,True
20,1,0.62,17,221,False,False,False,False,True
21,1,0.6,17,179,False,False,False,False,True
22,1,0.6,19,102,False,False,False,False,True
23,1,0.6,11,82,False,False,False,False,True
0,1,0.6,7,29,False,False,False,False,True
1,1,0.6,1,13,False,False,False,False,True
2,1,0.6,0,9,False,False,False,False,True
4,1,0.6,1,3,False,False,False,False,True
13,1,0.7,24,138,False,False,False,False,True
14,1,0.72,25,145,False,False,False,False,True
15,1,0.7,35,146,False,False,False,False,True
16,1,0.7,39,241,False,False,False,False,True
17,1,0.7,64,527,False,False,False,False,True
22,1,0.6,19,68,False,False,False,False,True
23,1,0.6,12,59,False,False,False,False,True
0,1,0.6,7,33,False,False,False,False,True
7,1,0.6,14,269,False,False,False,False,True
8,1,0.6,29,402,False,False,False,False,True
9,1,0.62,27,198,False,False,False,False,True
10,1,0.64,24,103,False,False,False,False,True
11,1,0.62,36,122,False,False,False,False,True
12,1,0.66,38,157,False,False,False,False,True
13,1,0.64,36,175,False,False,False,False,True
14,1,0.68,33,134,False,False,False,False,True
15,1,0.68,42,185,False,False,False,False,True
16,1,0.68,64,227,False,False,False,False,True
17,1,0.66,62,527,False,False,False,False,True
18,1,0.64,84,500,False,False,False,False,True
19,1,0.62,36,348,False,False,False,False,True
20,1,0.6,39,234,False,False,False,False,True
21,1,0.58,30,195,False,False,False,False,True
22,1,0.56,25,150,False,False,False,False,True
23,1,0.52,17,64,False,False,False,False,True
0,1,0.52,7,53,False,False,False,False,True
1,1,0.52,5,18,False,False,False,False,True
2,1,0.52,6,9,False,False,False,False,True
3,1,0.52,0,3,False,False,False,False,True
4,1,0.52,2,6,False,False,False,False,True
5,1,0.52,3,23,False,False,False,False,True
